Basket Case,punk rock,punk,rock,90s,green day,alternative,alternative rock,pop punk,american,favorites,basket case,1994,favorite songs,Awesome,fun,Pop-punk,classic,Punk-Rock,male vocalists,cool,memories,Energetic,Favorite,Favourites,seen live,upbeat,GREENDAY,emo,best songs ever,pop,indie,pop rock,Love,party,California,punkrock,Love it,hard rock,male vocalist,High School,Favourite Songs,Punk Revival,Dookie,Green Day - Basket Case,indie rock,happy,favourite,soundtrack to my life,metal,good shit,post-grunge,8 of 10 stars,FUCKING AWESOME,90s Rock,legend,punk pop,Grunge,guitar,USA,Alternative  Punk,guitar rock,1990s,Punk-Pop,amayzes loved,Californian Punk,
Boulevard of Broken Dreams,rock,punk rock,green day,punk,alternative,alternative rock,pop punk,Boulevard of Broken Dreams,pop,american,favorites,00s,sad,emo,Awesome,Ballad,favorite songs,GREENDAY,pop rock,melancholic,cool,male vocalists,indie,classic rock,Favourites,Punk-Rock,hard rock,American Idiot,melodic,Green Day - Boulevard of Broken Dreams,indie rock,2004,good,boulevard,seen live,90s,loneliness,rock ballad,beautiful,favourite,Love,acoustic,soft rock,party,great lyrics,green,i walk alone,memories,Alternative  Punk,guitar,Favorite,metal,chillout,alone,emotional,Pop-punk,lonely,punkrock,perfect,punk pop,my life,broken dreams,
St. Jimmy,punk rock,punk,rock,green day,alternative,alternative rock,pop punk,american,st jimmy,fast,00s,favorites,political,favorite songs,seen live,hard rock,catchy,Awesome,cool,Pop-punk,emo,punkrock,great songs,awesomeness,Punk-Pop,amayzes loved,power,angry,California,heard on Pandora,live,rock opera,2000s,4 of 10 stars,names,GREENDAY,Punk-Rock,davaho53,Green Day - St Jimmy,StJimmy,pop,Grunge,indie rock,Alternative  Punk,melodic,Energetic,great,amazing,fun,band,male vocalist,6 of 10 stars,Good Stuff,concept album,jimmy,my music,kick ass,American Idiot,Californian Punk,nice to hear,gretanova,
Are We the Waiting,punk rock,rock,punk,green day,alternative,alternative rock,american,pop punk,Are We the Waiting,00s,seen live,emo,favorites,favorite songs,hard rock,Love,GREENDAY,Awesome,California,melancholic,Punk-Rock,pop,cool,rock opera,2000s,6 of 10 stars,American Idiot,amayzes loved,Morose Deep dilate Crimson,indie,pop rock,slow,Alternative  Punk,Mellow,male vocalist,male vocalists,Punk-Pop,Californian Punk,davaho53,the jesus of suburbia is a lie,arena rock,90s,Coldplay,Pop-punk,english,8 of 10 stars,Linkin Park,FUCKING AWESOME,awesomeness,concept album,punk pop,billie joe armstrong,sexiest songs ever,americain,gd,Punk Favorites,one of the best songs by green day,
She's a Rebel,punk rock,rock,punk,green day,alternative,alternative rock,pop punk,american,00s,pop,favorites,American Idiot,emo,Awesome,upbeat,political,Grunge,fast,hard rock,Pop-punk,rebel,favorite songs,hardcore,indie rock,USA,Energetic,California,cool,great lyrics,6 of 10 stars,concept album,Californian Punk,gd,She's a Rebel,Shes A Rebel,seen live,indie,dance,catchy,90s,gay,amazing,male vocalist,male vocalists,guilty pleasure,rock opera,Garage Punk,english,melodic hardcore,punkrock,bombcore,7 of 10 stars,Officially Shit,she,Bay Area,my music,GREENDAY,Punk-Pop,Punk-Rock,5 of 10 stars,zajebiste,Rock on,
Give Me Novacaine,punk rock,rock,punk,green day,alternative,alternative rock,favorites,pop punk,american,00s,Pop-punk,emo,hard rock,American Idiot,relaxing,GREENDAY,Awesome,California,2000s,seen live,drugs,Californian Punk,indie rock,sad,amazing,Favorite,Favourite Songs,Punk-Pop,Novacaine,pop,chill,Favorite Bands,catchy,political,perfect,indie,Alternative  Punk,2004,male vocalist,Favourites,pain,6 of 10 stars,concept album,Bay Area,my music,rock out,awesome lyrics,gd,give me novacaine,give me novocaine,chillout,Grunge,USA,pop rock,beautiful,Mellow,nostalgic,loved,cool,male vocalists,Love it,songs that make me cry,songs you must sing along with,Green day-Give me Novacaine,favourite green day tracks,RM,
Whatsername,punk rock,punk,rock,green day,alternative,alternative rock,pop punk,american,favorite songs,Awesome,00s,memories,nostalgia,melancholic,American Idiot,Whatsername,hard rock,favorites,2004,rock band,i miss you,Remember,Story telling,6 of 10 stars,rockin,Nostalgic tunes,songs about growing up,favourite green day tracks,tragically yours,pop,sad,Love,guitar,waiting,genius,male vocalists,Ballad,rock opera,Favourites,8 of 10 stars,love song,FUCKING AWESOME,2000s,<3,sadness,5 star songs,Punk Revival,sad song,Good memories,masturbation,sad romantic,Songs I Just Like,Songs that are great,emo,albums I own,USA,calm,catchy,epic,alternative pop rock,adult alternative pop rock,post-punk,drums,upbeat,amazing,Garage Rock,emotional,Bittersweet,relaxing,cool,male vocalist,female vocalist,strong,Pop-punk,melodic hardcore,punkrock,import,punkish,lyrics,maroon 5,Unrequited Love,Masterpiece,favorite song,4 Stars,cap,tracks,sing along,Girl,music,tune,mature,collection,forever,she,East Bay,punk pop,my music,GREENDAY,Favorite songs ever,Punk-Pop,
Brain Stew,punk rock,punk,rock,90s,green day,alternative rock,alternative,pop punk,american,Awesome,Pop-punk,favorite songs,favorites,heavy,cool,guitar,1996,hard rock,angry,California,male vocalist,Grunge,male vocalists,Favorite,love at first listen,drugs,wrif-fm,90s Rock,GREENDAY,classic rock,indie,pop,USA,dark,Alternative  Punk,Energetic,loved,Workout,insomnia,Love it,favorite song,1995,music,songs i can play,Bay Area,stoned,90s punk,fucking ace,90s alternative,angry music,best songs ever written,grew up on,rock favorites,cimx-fm,alltime fav,active rock,500 essential songs,Brain Stew,song i have seen live,album:international superhits,songs by:green day,i miss the 90s,du dun,brain stew -green day-,Soundtrack,metal,Hip-Hop,chillout,seen live,classic,emo,power pop,memories,power,Love,post-punk,other,ska,night,bass,nineties,poetry,Adult Alternative,sex,heard on Pandora,modern rock,live,High School,Distorted,Awesome Guitar Jams,best,Favourites,Guilty Pleasures,brilliant,english,punkrock,poppy,8 of 10 stars,nostalgia,Cool song,
Extraordinary Girl,punk rock,rock,punk,green day,alternative,alternative rock,pop punk,american,00s,indie,pop,favorites,Pop-punk,emo,American Idiot,pop rock,Awesome,political,GREENDAY,metal,favorite songs,guitar,90s,Garage Rock,California,male vocalists,Favorite,english,my music,Punk-Pop,vugube62,classic rock,Hard,hard rock,Love,upbeat,fun,cool,Garage Punk,6 of 10 stars,concept album,Bay Area,the best,mainstream,Californian Punk,gd,Blame it on the love of rock n roll,eastern-influenced,favourite green day tracks,Extraordinary Girl,favorite gd songs,super mega song,Moody songs,the good guitar,the scarred,Hip-Hop,Favorite Bands,Grunge,rap,indie rock,fast,power pop,USA,energy,catchy,intro,new wave,funk,2004,loud,Energetic,party,gay,The Offspring,nice,glam rock,band,Uplifting,modern rock,powerpop,strong,Rock and Roll,the clash,rock opera,Crap,Pop-Rock,san francisco,rock band,best,Favourites,alt rock,inspiration,punkrock,import,punkish,loneliness,perfect,overrated,male vocals,ok,
Letterbomb,punk rock,punk,rock,green day,alternative,alternative rock,american,pop punk,00s,favorite songs,favorites,letterbomb,Awesome,seen live,American Idiot,indie,Pop-punk,nobody likes you,fast,political,California,Favourites,rock out,amayzes loved,Green Day - Letterbomb,pop,Energetic,cool,2000s,6 of 10 stars,Punk-Rock,Californian Punk,davaho53,500 essential songs,indie rock,upbeat,good,heard on Pandora,10 of 10 stars,concept album,Bay Area,my music,I love,vocals male,punkk,Guitar pwnage,
Minority,punk rock,punk,rock,green day,alternative,pop punk,alternative rock,favorites,90s,political,american,00s,sing along,Minority,catchy,seen live,favorite songs,happy,metal,party music,male vocalist,male vocalists,2000s,hard rock,Alternative  Punk,loud,folk punk,Favorite,punkrock,10 of 10 stars,social commentary,2000,GREENDAY,fucking brilliant,songs that i love singing,heavy,USA,pop rock,Awesome,irish,heard on Pandora,great lyrics,Pop-punk,post-grunge,alt rock,mixed acoustic and electric instrumentation,songs i can play,defiant,attitude,Punk-Pop,punk influences,grew up on,My Teenage Years,soundtrack to my life,tap your foot,sexiest songs ever,Californian Punk,subtle use of the harmonica,500 essential songs,green day favs,scream at the top of my lungs,nema,ipod repeat,classic rock,indie,pop,country,emo,power,Love,tempo,alternative pop rock,psychedelic,guitar,Driving,day,upbeat,Energetic,songwriter,angry,subway,funky,thrash metal,cheerful,laessig,Garage Rock,folk rock,California,harmonica,fun,glam rock,loved,super,cool,female vocalist,powerpop,live,High School,country pop,alternative pop,
Know Your Enemy,punk rock,rock,green day,punk,pop punk,alternative rock,alternative,21st century breakdown,FUCKING AWESOME,2009,american,00s,power pop,catchy,pop rock,American Punk,Awesome,pop,enemy,know your enemy,punkrock,Love it,Californian Punk,best of 2009,<3,Bay Area,GREENDAY,Californian,favorite band,american rock,awesome lyrics,the best of  the  best,Green Days new single,seen live,fast,Alternative  Punk,beautiful,California,favourite,rock n roll,rock band,Favourites,single,2000s,oh hell yes,My Favorite Albums,good vibes,do you know your enemy,repetitive,guitar,Driving,political,Favorite,Hot AC,english,6 of 10 stars,scream,Punk-Pop,know,rockband,rock band dlc,the hills,oui fm,songs that you wanna listen to over and over again,loved on first listen,2000s rock,critically acclaimed song,acclaimed music top 200 of 2009,really good songs,music choice: alternative,super track,Grateful Dread,Adult Top40,Modern Top40,fuckn green day dude,my favorite worst breakdown,favourites 2009,Green Day single,commercial warner shit,
Burnout,punk rock,punk,rock,green day,90s,alternative,alternative rock,pop punk,american,pop,Pop-punk,1994,hard rock,favorites,California,6 of 10 stars,Bay Area,Californian Punk,indie,Grunge,favorite songs,indie rock,Awesome,favourite,female vocalist,post-grunge,Favorite,drugs,8 of 10 stars,10 of 10 stars,weed,GREENDAY,metal,chillout,classic,heavy,emo,power pop,old times,Love,Alternative  Punk,americana,guitar,loud,drums,me,upbeat,Energetic,thrash metal,party,amazing,adrenaline,fun,drumming,cool,male vocalist,underrated,Rock and Roll,the clash,addiction,san francisco,rock band,short,chill out,Favourites,alt rock,Garage Punk,punkrock,drum solo,import,nostalgia,running,youth,sellout,marijuana,Masterpiece,gute laune,favorite tracks,powerful,RAWK,music,theme song,Love Metal,suicidal,90s Rock,rockin,stoned,punk pop,like it,77,attitude,Punk-Pop,3 of 10 stars,balls to the wall,90s punk,best ever,melodic punk,robbie,favorite band,druuugs,
Warning,punk rock,punk,rock,green day,alternative,alternative rock,pop punk,00s,american,favorite songs,favorites,catchy,warning,pop rock,male vocalist,seen live,pop,political,California,2000s,2000,metal,male vocalists,my music,the old green day,chill,heavy,hard rock,acoustic,Alternative  Punk,Awesome,90s,cool,Pop-punk,post-grunge,alt rock,10 of 10 stars,Favourite Songs,the kinks,Bay Area,Punk-Pop,favorite band,Californian Punk,fucking great song,Non-Suck,mood just punk,songs that i can play,classic rock,chillout,indie,Favorite Bands,hardcore,emo,albums I own,USA,Love,epic,alternative pop rock,world,psychedelic,feel good,upbeat,3,thrash metal,Mellow,Garage Rock,I like,fun,sex,glam rock,World Music,heard on Pandora,female vocalist,powerpop,live,surf rock,Acoustic Rock,optimistic,rock band,relax,best,Favourites,love at first listen,i fucking love this song,english,punkrock,advice,FUCKING AWESOME,Love it,personal favourites,all time faves,all the best,best songs of the 00s,4 Stars,sing along,7 of 10 stars,singalong,2002,social commentary,Love Metal,
Hitchin' a Ride,punk rock,punk,rock,green day,alternative,90s,alternative rock,pop punk,american,favorite songs,Awesome,favourite,seen live,heavy,favorites,male vocalist,male vocalists,live,Favorite,punkrock,alcohol,my favorite songs,hard rock,angry,California,underrated,Pop-punk,folk punk,Nu Metal,1997,masturbation,songs that you wanna listen to over and over again,dirty electric guitar riffs,500 essential songs,absolutely wonderful,dance like a maniac music,metal,pop,classic,emo,USA,power,catchy,Alternative  Punk,other,strings,violin,Energetic,subway,ska punk,old school,fun,sex,nice,cool,Recommended,heard on Pandora,High School,Pop-Rock,Favourites,drugs,college radio,dance dance dance,PANIC AT THE DISCO,Yay,all the best,1990s,RAWK,10 of 10 stars,4 of 10 stars,feelgood,a subtle use of vocal harmony,extensive vamping,repetitive melodic phrasing,minor key tonality,concert,horses,Misfits,General Alternative,bombastic,songs i can play,90s Rock,headbanging,good music,Bay Area,minor key,best songs ever,rockin,dirge,GREENDAY,immense,Favorite songs ever,true metal,android,Punk-Rock,billie joe armstrong,mike dirnt,tre cool,fave songs,5 of 10 stars,
Having a Blast,punk rock,punk,rock,green day,alternative,alternative rock,90s,pop punk,pop,1994,american,Californian Punk,Pop-punk,Grunge,favorite songs,hard rock,male vocalist,post-grunge,8 of 10 stars,kick ass,Punk Revival,Dookie,the scarred,test,chillout,seen live,indie,power pop,Stoner Rock,happy,catchy,alternative pop rock,Awesome,upbeat,Energetic,thrash,Like,old school,California,favourite,fun,loved,modern rock,Rock and Roll,the clash,mood,Favorite,rock band,Garage Punk,import,zeus,zeusdidit,surf punk,youth,childhood,angsty,Masterpiece,gute laune,10 of 10 stars,6 of 10 stars,4 of 10 stars,a subtle use of vocal harmony,major key tonality,a dynamic male vocalist,mixed acoustic and electric instrumentation,bombs,East Bay,Bay Area,rockin,punk pop,GREENDAY,77,Punk-Pop,summer 05,mainstream,5 of 10 stars,basic rock song structures,surf revival,My favorite artists,melodic punk,robbie,favorite band,teenage years,goldies,alternative-rock,thrill,rancid,Latin Electronica,elementary school,core,songs you must sing along with,punk roots,punknroll,fav0urit3,us-american,gilman,heavy electric rhythm guitars,na na na,backup vox,misantrophy,
Chump,punk rock,punk,rock,90s,alternative rock,green day,alternative,pop punk,Pop-punk,favorite songs,1994,pop,american,indie,Awesome,6 of 10 stars,Californian Punk,greenday rules,seen live,Grunge,hard rock,favorites,Alternative  Punk,4 of 10 stars,Favorite Bands,emo,indie rock,power pop,Love,bass,Driving,Energetic,funky,California,favourite,nice,radiohead,Rock and Roll,the clash,post-grunge,Favorite,rock band,Garage Punk,punkrock,import,8 of 10 stars,Sonic Youth,angsty,Rammstein,Masterpiece,Neo-Psychedelia,10 of 10 stars,awesomeness,Driving Songs,Self,pixies,Good Charlotte,East Bay,rockin,punk pop,GREENDAY,77,Punk Revival,blink-182,chump,melodic punk,robbie,brings back memories,grew up on,rancid,top 500 Essential songs,sum 41,songs you must sing along with,Dookie,punknroll,untaggedhome,fav0urit3,gilman,500 essential songs,awesome bass jam,awesome banjo jam,alterindie,joy divison,I love the 90s,billie-joe,Zodo,albums iamamiam owns,mtv europe,favorite gd songs,kibrit,University Rock,Sixth Form Rock,royalty bites,from my distant yoof,pop - punk,x33,leapsandbounds tapecollection,green day - chump,Green Day- Chump,punkrocknroll,
Coming Clean,punk rock,punk,rock,green day,alternative,90s,alternative rock,pop punk,favorite songs,american,Pop-punk,bisexual,seen live,pop,indie rock,hard rock,gay,California,1994,Dookie,Awesome,san francisco,8 of 10 stars,Coming Out,angsty,90s Rock,gay anthem,Californian Punk,bad music get recommended anyway,for the losers,Coming Clean,confusion lyrics,indie,Grunge,power pop,favorites,happy,upbeat,Energetic,party,fun,male vocalists,Rock and Roll,the clash,queer,post-grunge,Favorite,rock band,Garage Punk,import,lyrics,lesbian,youth,Masterpiece,misc,10 of 10 stars,6 of 10 stars,music,17,Bay Area,rockin,punk pop,GREENDAY,77,new metal,billie joe,5 of 10 stars,Punk Revival,90s punk,melodic punk,top songs,grew up on,rancid,lgbt,rockout,sacredsummers,songs you must sing along with,punknroll,mom and dad,gay pride,bisexuality,500 essential songs,oh happy day,alterindie,Zodo,igrenc,albums iamamiam owns,Evanesence,favorite gd songs,Carry,samaistuminen,Juventud,pop - punk,queercore anthem,nema,leapsandbounds tapecollection,Fons23,got the album,blgt,rockin  track,
Nice Guys Finish Last,punk rock,punk,rock,green day,pop punk,90s,alternative,alternative rock,american,favorites,heard on Pandora,favorite songs,Awesome,upbeat,90s Rock,Californian Punk,songs by:green day,pop,hard rock,cool,male vocalists,Rock and Roll,punkrock,ROX LIKE WOOO,classic rock,seen live,indie,emo,USA,catchy,bass,Energetic,California,Favorite,san francisco,Favourites,skate punk,1999,Bay Area,best songs ever,punk pop,rock punk,awesome lyrics,green day favs,Driving CD songs,Punk Favorites,spring time music,favourite green day tracks,favorite gd songs,soul,Grunge,indie rock,albums I own,power pop,Progressive rock,Stoner Rock,pop rock,Excited,Alternative  Punk,post-punk,other,angry,subway,ska punk,comedy,amazing,Garage Rock,favourite,stoner,funny,High School,Rock n' Roll,the clash,Pop-punk,50's,00s,60's,90's,alt rock,Garage Punk,import,8 of 10 stars,lyrics,wake up,truth,badass,personal favourites,10 of 10 stars,6 of 10 stars,4 of 10 stars,1997,music,Red Hot Chili Peppers,<3,joy,General Alternative,true,good music,rockin,Jane Monheit,
Homecoming,punk rock,rock,punk,alternative rock,green day,alternative,american,pop punk,epic,00s,hard rock,homecoming,favorite songs,favorites,catchy,Pop-punk,rock opera,pop,seen live,political,California,Uplifting,Punk-Rock,emo,Awesome,2004,long,male vocalists,punkrock,4 of 10 stars,my music,nobody likes you,pop rock,Drum,summer,nice,male vocalist,great lyrics,rock n roll,best song ever,long song,perfect,2000s,6 of 10 stars,story of my life,American Idiot,my favourite songs,good pop and rock,punk rock opera,mini-opera,Green Day - Homecoming,classic rock,indie,Grunge,power pop,Progressive rock,USA,depressed,makes you want to dance,post-punk,blues,90s,upbeat,Energetic,angry,oldies,musical,gay,Garage Rock,christian rock,good,heard on Pandora,Rock and Roll,Favourites,english,melodic hardcore,8 of 10 stars,maroon 5,long songs,bad day,good day,FUCKING AWESOME,Love it,Masterpiece,all time faves,favorite song,cap,tracks,Favourite Songs,collection,concept album,takes me back,East Bay,rockin,dumped,Favourite bands,DL,rock punk,sound storm,Tasty,
